HITId	tweet	directness
3023	This dumb faggot \u201cBrokfool\u201d pretends to get hit off in wagers he\u2019s gonna lose lmao	indirect
4588	@user Deadass! I stay getting “ching chong music” people and it’s like... can you come up w sumn else? L… @URL	indirect
4241	@user Yeah I speak a bit of Japanese too ching chong bing bong egg rice he's fucking gone search him up	indirect
2286	Gotti can gtfo.....even though Pure Cocaine and Touchdown are negro spirituals @URL	indirect
3038	3 of the people shot were armed police officers you dumb twat @URL	direct
199	@user Thank you so much. We are just another shithole country full of violence and hate but to arrogant\u2026 @URL	indirect
1503	@user Remove the kids so the USA can test fire some nukes. Your country is a mined out shithole and needs\u2026 @URL	indirect
5237	found 10 envelopes and they say ching chong	indirect
5176	Wapking big sexi fotos dylan ryder and negro	indirect
4626	Is that a faggot fighting a female if so smh sad af lmao @URL	indirect
27	dawg rondo is fucking retarded	indirect
642	But ya sure - Africa's full of 'shithole countries'... @URL	indirect
3318	@user No I dont agree with you and your petition I admire you a lot but you are supporting a faggot who i\u2026 @URL	indirect
15	@user @user What the fuck suicide is male prostitute rubbish chinaman lee hsien loong imagining h\u2026 @URL	indirect
2160	@user Your a twat	direct
1549	he actually whispering Bing bong ching chong; nukes may be wrong @URL	indirect
1553	Today's ridiculously vapid intolerant cunt-radiction brought to you by the letter \t\ currently ascender-transitio\u2026 @URL	indirect
2818	u see what colonialism does right?? I'd be having a blast writing vmin getting lost in mongol shobhajatra and ppl w\u2026 @URL	indirect
650	i'm good at being a faggot	indirect
2084	I swear grand forks gotta be the retard capital of the world	indirect
4841	@user This is the first I've ever heard of this. What a complete twat he is...	indirect
4095	What an absolute waste of oxygen this twat is!! You blame the media for all the hate but it\u2019s you @user @URL	indirect
2032	Thanks to some complete fucking mongoloid that goes to my parents church i now have the flu\n\nThe kicker is that sh\u2026 @URL	indirect
792	The 10th Mongol Derby (@user the longest and toughest horse race in the world 1000 km across the Mo\u2026 @URL	indirect
3341	For more than 200 years our tradition of welcoming immigrants from around the world has given us a tremendous advantage over	indirect
2645	@user @user @user @user @user @user Nigga I haven't played all day retard lmaaa\u2026 @URL	indirect
3653	@user @user if wanting to protect children from sexual harassment and abuse makes me a feminazi i'll take it.	indirect
2224	@user ching chong ching chong rng lost to g2 so now lets flame them ching chong ching chong \ud83d\ude21\ud83d\ude21\ud83d\ude21	indirect
347	@user @user @user @user @user @user @user @user in your dream faceless troll..what a retard u r .	indirect
3328	@user What\u2019s disgusting per usual is that it\u2019s 90% males my age. Fight for your shithole countries you shit holes.	indirect
5370	@user @user @user Oh I'm sooooo impressed!!!!! Chimp is broad-speak for 'uneducated low info mongoloi\u2026 @URL	indirect
3403	@user I read somewhere in a leftist mag that terrorist events like Breivik\u2019s massacre precede cultural sh\u2026 @URL	indirect
5641	@user The helpers are losing the battle and soon the war. Our descent into a shithole country is gaining momentum.	indirect
3164	This baby just called me a spic @URL	indirect
901	Alicen Emily &amp; I are real life retarded \ud83e\udd23 I swear we be so funny	indirect
4145	@user Oh STFU you weak-chinned turtle-faced hypocritical skunk twat!	indirect
5533	Bad nigger	indirect
4587	Trump culture. Who\u2019s a shithole country again? #Despicable @URL	indirect
5587	@user u literally can see when my bday is u fucking mongoloid	indirect
2541	@user XDDDDDDD u are dirty plat player that feels good about outplay that mongoloid ape could do using A move\u2026 @URL	indirect
4852	@user hey faggot suck my balls	direct
729	@user While the hotdog still is the retarded little brother of fast food the best ones are in LA with N.\u2026 @URL	indirect
1792	@user Might ask the wife if I can play that clip tonight. Might be what those mongy sports stars call giving 110%	indirect
2662	@user @user can't be racist against your own race ching chong	direct
695	You\u2019re retarded @URL	direct
5350	@user @user @user @user @user @user So a retard?	indirect
936	A quote from our President today\u2026\n\n\u201cWhy are we having all these people from shithole countries come here?\u201d Trump sa\u2026 @URL	indirect
4278	- \we are anonymous\ started emerging activism retard masks\n- parts of 4chan supported ideologies now and followi\u2026 @URL	indirect
583	No because you\u2019ll get it banned you cunt @URL	indirect
3842	In New York it is illegal for a father to call his son a \faggot\ or \queer\ in an effort to curb \girlie behavior.\	indirect
2609	@user @user Some countries are truly shitholes but that judgement shouldn't come from his shithole mout\u2026 @URL	indirect
725	They are being attacked and raped by immigrants that Eur…	indirect
2868	\u25b7Katsuki Bakugo\u25c1\n- calls his mates cunt\n- drives a ute\n- wears thongs (flip-flops) everywhere\n- does illegal uies \n- road rage king	indirect
4174	@user @user Sorry. I live there. He was a complete leftist nut job You could not be more wrong. He was\u2026 @URL	indirect
2070	As always we pray for world peace and for those trying to resolve the issues surrounding migrants and refugees.	indirect
31	@user What the fuck suicide is male prostitute rubbish chinaman lee hsien loong imagining having his rubb\u2026 @URL	indirect
1352	@user @user @user @user @user @user Aqua you are my favourite spic on\u2026 @URL	indirect
4129	Warriors are last in FTA you spic @URL	indirect
2967	@user @user My god I hate feminazi's.	indirect
3537	@user Jesus was a raghead...	direct
2093	@user @user God knows Californians are unstable. I think California could be one of those shithole coun\u2026 @URL	indirect
1374	I have never been called a kike or a \u201cdirty jew\u201d until @user began his campaign. His hateful rhetoric ha\u2026 @URL	indirect
4722	The way my parents (or lacc thereof) raised me I should be retarded and on drugs and shit but because I had to rais\u2026 @URL	indirect
281	Who said something about shithole countries? I mean sending pipe bombs to political opponents happens ONLY in shith\u2026 @URL	indirect
786	Hi I\u2019m mike Gundy and I\u2019m a little twat with a mullet that hasn\u2019t won shit	indirect
983	@user @user If you are an American you are innocent until proven guilty. We let illegal immigrants go… @URL	indirect
3028	People take hella xans and acid and think they're open minded nah fam u retarded	indirect
4880	@user is a cunt @URL	direct
874	@user @user Ya real deal bitch about everything this retard do. Smh	indirect
1755	@user @user I\u2019ve been using mongoloid a lot more lately. Imbecilic doesn\u2019t really have the punch I\u2019\u2026 @URL	indirect
4332	/ Chin Chin; I'm surprised he could even GET a gf\n\nAmanda: yeah well fuck u u fucking burnt turd faggot we've almos\u2026 @URL	indirect
5639	Someone called me a ching chong bitch even though I live in the u.s @URL	indirect
1457	@user @user @user @user @user @user Not me raghead! We have free speech\u2026 @URL	direct
1092	Why are Exeter posting like 4 minute emotional videos about a new stand hahahahaha no ones died you mongy pilgrims	indirect
3791	Difference between principled Conservatives and power-hungry leftists: EVERY Conservative wants Sayoc in prison for\u2026 @URL	indirect
4820	At least Skip can be funny.\n\nColin is awful. Disgusting twat.\n\n@URL	indirect
509	@user @user I've binned tinder off. Fed up of mongy women matching then loosing their voices... \ud83d\ude44	indirect
2318	beyondbrandon really went live infront of 2000 people lied to all of them AND called me a faggot on top of that\u2026 @URL	indirect
2591	I stopped there probably cause I'm a genius and a retard at the same time	indirect
4708	@user nigga you look like more of a dyke than ME.	indirect
2062	@user @user Relax faggot. Of course his thoughts &amp; prayers are with them but no one asked him to tweet th\u2026 @URL	indirect
1379	@user What a twat	indirect
5198	What are you retarded ur gonna get the cheese touch	indirect
5245	Fuck rich hill faggot	indirect
1977	I don't even fucking watch baseball and even I think this tweet is fucking retarded. You say a lot of stupid shit b\u2026 @URL	indirect
4171	Legit shithole country. @URL	indirect
4272	@user @user Does \u201cshithole countries\u201d ring a bell? \u201cGood genes\u201d? \u201cBirtherism\u201d \u201cfine people on both sides\u201d	indirect
5489	You sad cunt @URL	indirect
4635	I've always thought the people who like me are either mentally retarded or just insane or haven't known me enough.	indirect
4564	@user @user I just saw a bunch of screenshots of today's shooter's gab. He hates Trump hates Jews. A leftist\u2026 @URL	indirect
4468	@user ching chong and you're not racist... and im not even asian so you're not only racist but also dumb	indirect
2312	@user @user What kind of a retarded comment is that? The people in the helicopter and on the ground\u2026 @URL	indirect
857	@user You are a nigger and you don't talk to me.	direct
4618	@user @user No he included you too it\u2019s basic good grammar retard	indirect
782	Hahahaha what did that mongy Stoke fan possibly have to say @URL	indirect
4103	@user @user @user @user I've been called a spic in the south. Hard pass.	indirect
1376	You are a twat @URL	indirect
1652	@user The number of leftist extremist terrorist/mass shooters eclipses the number on the right.\nYour contenti\u2026 @URL	indirect
943	Yakuza has taught me to hate old men I'm gonna kick the shit out of the next old fucker I see he's probably a cunt	direct
5524	@user I remember the days of being called a wetback and a spick because I spoke spanish... the good ole days lol	indirect
2862	Cuz guess what faggot I made the blue print	indirect
2389	Thank god that retard was spewing anti Trump rhetoric. I need off the internet for a coo days tbh.	indirect
4621	@user After reading this article to the end I'm troubled further by your choice to let this twat on. LORD does he\u2026 @URL	indirect
2031	@user Yeah it was den lmao she would of if he didn't drive off like a little faggot \ud83d\ude02 I was fuming honestly he made Oscar cry	indirect
4	@user Que ce ne soit pas des Burundais refugies Alerte car leur corps sont visibles a loeil nu	indirect
5096	@user @user @user @user Bukhari was a retard.\nWe Shias don't believe in anything he says.	indirect
891	He's not even pretending to talk about specific \shithole\ countries anymore. He's not talking about \radical Islam\u2026 @URL	indirect
5399	Kanye dude wtf is this ching chong shit @URL	indirect
3946	@user I like how she called out Gillebrand and that whack job feminazi from Hawaii	indirect
