id	tweet	annotator_sentiment
258	@user fuck y edrepresed cjkt biggs faggot	shock_disgust
3507	@user *screeches in high pitched ching chong chong”	anger_confusion_sadness_shock_indifference
2699	@user Nice to see you supporting a terrorist. Even funnier when you claim every \leftist\ never denounces A\u2026 @URL	anger_confusion_fear_shock_indifference
263	Snapchat vid of you're sneakers in the footwell with mongy tunes on in the background... #GenderNeutralBehaviour	confusion_sadness_shock_indifference_disgust
2436	Who said women know how to drive?... daft twat \ud83d\udd95 @URL	sadness_indifference
1951	Debating whether to call the floor on a verbally abusive mega fish if he ends up calling me a faggot is not a healthy way to live.	anger_confusion_fear_indifference_sadness
4460	@user @user Shooter was A Nazi a leftist terrorist and a Palestinian sympathizer...	indifference_disgust
510	in the beningging assert your dominance ching chong 100 boundaries	anger_fear_indifference_sadness_disgust
3060	@user @user Blood of Jesus \ud83d\ude2d\ud83d\ude2d\ud83d\ude2d\ud83d\ude2d\ud83d\ude2d ching chong @URL	anger_confusion_shock_indifference_disgust
301	Wow I thought there's only one retard. Turn out there's more. Time to clear the list	anger_confusion_sadness_indifference_disgust
497	@user Suck my dick and lick my ass faggot @URL	anger_confusion_sadness_indifference_disgust
1997	Your best dj the black negro tenia que ser @URL	confusion_sadness_shock_indifference_disgust
669	@user Jackson dont tweet about weed you're a faggot it ruins lives and its terrible for you and you're gay and i drinking is cool	anger_fear
2230	'Sink or swim' is a common phrase in the streets of Nairobi. You have to work your a** off or go back to your country.	anger_sadness_shock_indifference_disgust
1831	tryna scam money off men and i\u2019m unsuccessful tonight i guess they smell the dyke on me goodnight	anger_confusion_fear_indifference_disgust
4879	If Ashley Young is Manchester United's captain then I'm a chinaman	shock_disgust
758	ICE operation spanning Michigan and Ohio results in 105 arrests of criminal illegal aliens!	anger_fear_shock_indifference_disgust
3041	@user @user Dirty raghead.	anger_sadness
2936	@user I\u2019d cover my face too if I retarded out a tweet like that.	anger_confusion_sadness_shock_disgust
562	Mourinho is a self-centred twat	anger_disgust
2118	retarded mod banned @user for a fucking year with literally no valid evidence this is what the server has come to lmao	sadness_indifference
2143	Sweden’s PM “I will continue to pursue the issue of compelling countries to accept a quota of refugees coming to Eu… @URL	sadness_indifference
341	@user Look at all the feminazi. I don’t believe it with out listening to a single word your pathetic hop… @URL	shock_disgust
5551	@user Ight nigger	anger_disgust
2707	@user Borin moodly auld cunt	sadness_indifference
4520	3. The food bank director separated requests into 2 stacks: locals &amp; immigrants. How did the church respond? ‘The 1… @URL	sadness_disgust
506	Y\u2019all can\u2019t be friends because you harass her and call her a spic but go ahead and flex for Twitter boo \ud83d\ude09 @URL	anger_fear_indifference_sadness_disgust
2975	@user @user @user @user #IllegalAliens aren't immigrants.	indifference_disgust
1699	@user ole fiend out lame ass negro lol	sadness_indifference
1268	\ud83e\udd14...but shithole countries? @URL	sadness_disgust
4614	@user @user Boy Og that was kb faggot ass	anger_fear_shock_indifference_disgust
1309	People are fucking retarded I\u2019m done wasting my time \ud83e\udd23	sadness_disgust
2642	If leftist/Marxist/dems went after terrorist illegal aliens reduce tax burden on Americans bad trade deals exce… @URL	shock_indifference
4124	They might not the new #demographics of the #Democrats is from #immigrants that do not have the same adverse gut… @URL	fear_shock
4960	@user @user @user Since we slipped into the retard zone you absolutely have no idea what terroris\u2026 @URL	anger_sadness
49	@user it's not fair nigger!	sadness_disgust
448	This spineless twat is criticizing other countries that keep #mirgranthoardes out while woman are raped on the stre\u2026 @URL	confusion_indifference
1923	@user @user When Trump jr ends up in jail he will be the hunted instead of defenseless animals in africa.	shock_disgust
3798	TWEET	anger_disgust
3182	@user Farsiwanis go back to your country iran	shock_disgust
1860	bring disease	anger_confusion_sadness_shock_indifference
1881	twat on the left keeps telling me to just stopstop whatdefeating them at every electionstop cancelling all of th\u2026 @URL	confusion_fear_shock_indifference_sadness
1626	time flies when you\u2019re a faggot	anger_indifference
4868	That niggas retarded	anger_disgust
2056	@user Zumbe negro	confusion_fear_shock_sadness_disgust
5303	This faggot bus driver is driving like 10mph wtf	indifference_disgust
5127	The dead was still warm when she tweeted this &amp; it was that cunt &amp; her mate #obama who sent the fcking lowlife \n\n@URL	anger_confusion_sadness_shock_disgust
4892	@user And if you notice even that chinaman can come out scrambled from him.	indifference_disgust
3948	@user @user Reality: Being the citizen of a shithole country doesn\u2019t qualify for asylum.\n\nReality\u2026 @URL	anger_sadness_shock_indifference_disgust
1200	this one guy called this girl a spic and i was gonna fuckin swing	anger_sadness_shock_indifference_disgust
2738	Go ahead let this mongoloid kill business in Florida. @URL	anger_fear_shock_sadness_disgust
3864	It took 18 innings and and a retard to cost me my sweep bet but somehow they got me. #WorldSeriesgame3	sadness_disgust
3280	@user Ever heard of Europe? You're acting like I'm from some fucking shithole where there are no human r\u2026 @URL	sadness_indifference
4822	this is why i don't like china that disgusting ching chong country @URL	indifference_disgust
3332	@user Can you advocate for the families separated forever by criminal illegal aliens or does that not fit your narrative	anger_sadness_shock_indifference_disgust
1127	@user The Reason we have an Immagration Problem is Mexico . If Mexico wouldn\u2019t be such a shithole. Everyone\u2026 @URL	anger_confusion
2217	@user If he carries on like this he might beat Piers Morgan to the twat of the decade award	anger_shock
2514	God why do I have to be such a faggot?	anger_shock
3754	@user Devon is one of the most spergy of spergs. Didn't this faggot threaten to dox a 14 year old kid bec\u2026 @URL	anger_fear_indifference_sadness_disgust
3785	Dave Roberts has brought us to back to back World Series. He acted like an absolute retard tonight but we shouldn\u2019t fire him.	fear_indifference
3023	This dumb faggot \u201cBrokfool\u201d pretends to get hit off in wagers he\u2019s gonna lose lmao	fear_shock_indifference_sadness_disgust
4588	@user Deadass! I stay getting “ching chong music” people and it’s like... can you come up w sumn else? L… @URL	shock_disgust
4241	@user Yeah I speak a bit of Japanese too ching chong bing bong egg rice he's fucking gone search him up	anger_sadness_shock_indifference_disgust
2286	Gotti can gtfo.....even though Pure Cocaine and Touchdown are negro spirituals @URL	anger_confusion_sadness_shock_disgust
3038	3 of the people shot were armed police officers you dumb twat @URL	anger_disgust
199	@user Thank you so much. We are just another shithole country full of violence and hate but to arrogant\u2026 @URL	sadness_disgust
1503	@user Remove the kids so the USA can test fire some nukes. Your country is a mined out shithole and needs\u2026 @URL	shock_disgust
5237	found 10 envelopes and they say ching chong	indifference_disgust
5176	Wapking big sexi fotos dylan ryder and negro	sadness_indifference
4626	Is that a faggot fighting a female if so smh sad af lmao @URL	sadness_indifference
27	dawg rondo is fucking retarded	sadness_indifference
642	But ya sure - Africa's full of 'shithole countries'... @URL	anger_fear_shock_sadness_disgust
3318	@user No I dont agree with you and your petition I admire you a lot but you are supporting a faggot who i\u2026 @URL	confusion_fear_shock_indifference_sadness
15	@user @user What the fuck suicide is male prostitute rubbish chinaman lee hsien loong imagining h\u2026 @URL	confusion_sadness_shock_indifference_disgust
2160	@user Your a twat	anger_disgust
1549	he actually whispering Bing bong ching chong; nukes may be wrong @URL	anger_sadness_indifference_disgust
1553	Today's ridiculously vapid intolerant cunt-radiction brought to you by the letter \t\ currently ascender-transitio\u2026 @URL	sadness_indifference
2818	u see what colonialism does right?? I'd be having a blast writing vmin getting lost in mongol shobhajatra and ppl w\u2026 @URL	anger_disgust
650	i'm good at being a faggot	sadness_indifference
2084	I swear grand forks gotta be the retard capital of the world	anger_disgust
4841	@user This is the first I've ever heard of this. What a complete twat he is...	indifference_disgust
4095	What an absolute waste of oxygen this twat is!! You blame the media for all the hate but it\u2019s you @user @URL	sadness_disgust
2032	Thanks to some complete fucking mongoloid that goes to my parents church i now have the flu\n\nThe kicker is that sh\u2026 @URL	confusion_fear_shock_sadness_disgust
792	The 10th Mongol Derby (@user the longest and toughest horse race in the world 1000 km across the Mo\u2026 @URL	confusion_indifference
3341	For more than 200 years our tradition of welcoming immigrants from around the world has given us a tremendous advantage over	anger_sadness_shock_indifference_disgust
2645	@user @user @user @user @user @user Nigga I haven't played all day retard lmaaa\u2026 @URL	anger_confusion_sadness_fear_disgust
3653	@user @user if wanting to protect children from sexual harassment and abuse makes me a feminazi i'll take it.	anger_sadness
2224	@user ching chong ching chong rng lost to g2 so now lets flame them ching chong ching chong \ud83d\ude21\ud83d\ude21\ud83d\ude21	anger_confusion_sadness_indifference_disgust
347	@user @user @user @user @user @user @user @user in your dream faceless troll..what a retard u r .	shock_disgust
3328	@user What\u2019s disgusting per usual is that it\u2019s 90% males my age. Fight for your shithole countries you shit holes.	anger_sadness_shock_indifference_disgust
5370	@user @user @user Oh I'm sooooo impressed!!!!! Chimp is broad-speak for 'uneducated low info mongoloi\u2026 @URL	confusion_fear_shock_indifference_disgust
3403	@user I read somewhere in a leftist mag that terrorist events like Breivik\u2019s massacre precede cultural sh\u2026 @URL	anger_disgust
5641	@user The helpers are losing the battle and soon the war. Our descent into a shithole country is gaining momentum.	shock_indifference
3164	This baby just called me a spic @URL	indifference_disgust
901	Alicen Emily &amp; I are real life retarded \ud83e\udd23 I swear we be so funny	anger_sadness
4145	@user Oh STFU you weak-chinned turtle-faced hypocritical skunk twat!	shock_disgust
5533	Bad nigger	anger_confusion_shock_indifference_disgust
4587	Trump culture. Who\u2019s a shithole country again? #Despicable @URL	sadness_indifference
5587	@user u literally can see when my bday is u fucking mongoloid	anger_fear_shock_sadness_disgust
2541	@user XDDDDDDD u are dirty plat player that feels good about outplay that mongoloid ape could do using A move\u2026 @URL	confusion_sadness_shock_indifference_disgust
4852	@user hey faggot suck my balls	confusion_indifference
729	@user While the hotdog still is the retarded little brother of fast food the best ones are in LA with N.\u2026 @URL	sadness_indifference
